Seo_Jnee,f,"好好休息<span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span>夏天加油!<span class=""url-icon""><img alt=[给你小心心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/qixi2018_xiaoxinxin-afb8c6ea83.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[给你小心心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/qixi2018_xiaoxinxin-afb8c6ea83.png"" style=""width:1em; height:1em;"" /></span>"
停停别加糖,f,快去整牙吧！！快！！牙疼太难受了！加油！好好训练！夏天再冲！！
NASAde,f,确实很有问题，加油吧
小诗彤,f,没关系！我们下赛季见！加油啊ts选手！！！
路过一家米线店,f,想看你的剑姬，刀妹！！！战士操作起来！
珂Anker,f,夏天见，加油啊！！！
今天也要很沙雕a,f,小姜不要辜负了自己的天赋啊  还是相信你会好好练的！还有 不要迷恋ad上单了！不要迷恋了！把你的英雄海捡回来啊啊啊啊啊
AwiXuAnNn,f,好好调整，夏季赛加油
Marrrrisol-,f,害 carry的时候随便吹 输了比赛还是轻喷吧 最难受的永远是选手 状态有起伏也很正常（不过lpl爱造神的毛病什么时候能改）
抓住光的年c,m,我求你了，夏季赛当个人吧，别整那些花里胡哨的了，你好好打你就是世界第一上单，你看你现在玩的什么玩意儿啊？以前英雄海，现在正手滑板鞋反手卢锡安，不说你是不是对得起粉丝的期望，你对得起血妈C的肉鸡吗？
舟舟舟舟舟舟舟舟舟舟舟舟舟,m,我想看到的是赢了的ts，是拿冠军的ts，而不是胡不肉那种ts。加油吧
一梦华胥六七载,f,"我吐了。这就是冠军粉吗？<span class=""url-icon""><img alt=[费解] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_feijie-bac8e40ab4.png"" style=""width:1em; height:1em;"" /></span>theshy的打法一直这样啊。逆版本英雄也不是一天两天了，以前赛季敢抓敢死的次数比现在多吧？只不过以前被疯狂针对超鬼的时候另外两路会站出来，现在另外两路没有C起来所以怪他超鬼？这就是ig粉丝吗？这就是ig粉丝吗？吐了吐了<span class=""url-icon""><img alt=[费解] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_feijie-bac8e40ab4.png"" style=""width:1em; height:1em;"" /></span>"
最爱发育姜承録,m,虽然我不想承认 但是感觉shy哥 你这个季后赛打的真的好像没有了自信  你已经不像去年一样  可以精准的计算伤害  一秀二  也总被针对打不出线上的压制力  不像从前那样是自信的去莽 因为你相信你的伤害计算  你去莽是绝对会有效果给队伍带来增益的  而现在你已经对自己的伤害计算缺少了自信
雏田儿,f,别自责 调整好状态 夏季赛加油 ShyShy是最棒的！
权巨星的小娇妻,f,"我们夏天见啊！<span class=""url-icon""><img alt=[给你小心心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/qixi2018_xiaoxinxin-afb8c6ea83.png"" style=""width:1em; height:1em;"" /></span>"
普通男孩normal,m,口区，饭圈母🐶 是真tm的恶心啊，比赛比赛看不懂，游戏游戏打不明白，天天就搁那硬吹shy皇，人the shy微博道个歉，继续去大乱斗了，也就一群母🐶 舔了
电话打不通因为正在发酒疯,m,没事 真没你和肉鸡 ig也就垮了 重拾战士上单吧
荆轲牌燕太子丹,m,shy哥你长点心吧，每次回家都满装备栏不带眼光靠饰品眼，眼位还被研究透了。每次不看队友位置上去硬凶四五个人，你自己看是送的次数多还是天神下凡次数多？还有别专注射手了，排位也多打打其他热门上单英雄
小魔王崽崽,f,shy哥夏季赛加油！
刘昊然和我szd,f,加油加油加油，好好调整状态，我们夏季赛再打回来就好[加油]
是我的盖世英雄呀,f,Theshy选手继续加油 夏季赛杀回来！
谁糊狗谁的鸡儿,f,夏天加油吧
小仙很忙-,f,"加油⛽️夏季赛见<span class=""url-icon""><img alt=[兔子] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_tuzi-ff7bf5a0f1.png"" style=""width:1em; height:1em;"" /></span>"
男神_第一爷,m,我真的觉得恶心。他是靠ad上单出名的嘛？明明是天神下凡，恶魔降临，还有akl，吸血鬼。现在他玩ad上单怎么了？都是职业选手，你们也可以玩阿，英雄放在那里。让你们不玩了？你们不敢玩，他玩可以c，每次比赛自己去看看，哪个队伍上单，能被这么照顾？一些狗喷子，没长脑子。真恶心。
这都是什么-,m,所以你又开始打大乱斗了是吗。。
锦瑟安-,f,加油💪
安安安安逸Gj,m,这版本akl吸血鬼上不了场  操作确实玩不太动  这点能理解。 可敢抓敢死是什么原因？ 不管是不是被针对  中mis了不走？ 装什么啊？  还有人甩锅给老宋没发信号的  爷寻思比赛不开麦是吧？  真把自己代入提款机了？ 历史上的顶级选手里  敢抓敢死绝对不是一个褒义词  搞不懂某些shy孝子怎么觉得这很骄傲
afafnafa,m,"小虎点赞了<span class=""url-icon""><img alt=[泪] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png"" style=""width:1em; height:1em;"" /></span>"
抒妹的晨哥儿,m,ig春季赛夏季赛也不是没输过，能不能别那么玻璃心，冠军粉？查缺补漏，夏季赛再来。出名了，一帮狗来舔，输了状态不好了就tm的众人倒？这特么就是某些人的特质？喷小狗？喷厂长？喷这喷那的，可别这样，牛奶凉了可以在热，那人心呢？？做个人吧。有建议性的提出意见可以理解，忠言逆耳利于行！
Kinoko_渡辺良生,f,너무 미안한다 라는 말을 대신 문제점을 잘 생각하고 잘 쉬고 상대을 다 돌아 올수 있다 제가 이렇게 믿고 있어요.수고 했어요 그럼 우리 여름에 만나요 !^^
THEbirdsaid,f,不不不 shy哥 你是最好的宝贝 夏季赛加油 fighting♥️
HiLarose,f,shy哥一定要加油啊啊啊 他们骂你的时候好心酸 希望你好好调整状态 不要浪费自己的天赋和青春啊 加油！！！！
theshy的小女友,f,加油！！！相信你
上杉绘梨衣AM,m,没事，继续加油！
Ylisayo,f,一些人能不能少操点闲心了，这决赛打完才几天人想玩啥玩啥不行啊，真的看烦了，稍微玩一把一个劲说，真的烦啊啊啊
OppsHailey,f,"<span class=""url-icon""><img alt=[抱抱] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-b928ba5761.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[抱抱] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-b928ba5761.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[抱抱] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-b928ba5761.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[抱抱] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-b928ba5761.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span>"
多余的妹妹,f,不要道歉！夏季赛赢回来！我们永远相信你！사과하지마.우리는 영원히 너를믿는다！
自在独行L2,m,"我们知道你真的很想打好给我们看，这就够了。没事的，shy哥，我们夏季赛见<span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span>"
是一块小饼干不,f,夏天不见不散
Nebulardiary,f,一直相信你！永远支持你！
他是颗花椰菜,f,夏季赛见，加油！
啵啵的喻圆甜,f,"没事没事 加油💪我们夏季赛见<span class=""url-icon""><img alt=[给你小心心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/qixi2018_xiaoxinxin-afb8c6ea83.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[给你小心心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/qixi2018_xiaoxinxin-afb8c6ea83.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[给你小心心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/qixi2018_xiaoxinxin-afb8c6ea83.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[给你小心心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/qixi2018_xiaoxinxin-afb8c6ea83.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[给你小心心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/qixi2018_xiaoxinxin-afb8c6ea83.png"" style=""width:1em; height:1em;"" /></span>"
Helvetic,m,加油  哥
削个椰子皮丶QAQ,m,说真的，希望这次你道歉是真的真的有意识到自己的问题。别再这样下去了
景念cc,f,看到别人拿冠军真的难受 哥哥 夏季赛把失去的全都拿回来好吗
少吃青菜多吃肉哇,f,"我不玩游戏，比赛也不做评价，人总有失误的时候！我相信你调整后会更好，shyshy你有多强你自己不知道嘛<span class=""url-icon""><img alt=[偷笑] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_touxiao-15afb1c739.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[偷笑] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_touxiao-15afb1c739.png"" style=""width:1em; height:1em;"" /></span>～"
luosym,f,凭shy哥的天赋，什么英雄花时间去练都可以玩的很好吧，有时候还是不能一味地选择自己喜欢的，还是需要为团队为比赛改变一下自己的想法。你配的上更多的荣誉更高的称赞，只要你想你就可以。
Dolis_,f,加油啊！！
